"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2008-2-1","4,320.77","4,388.25","4,411.70","4,195.75","5.93B","-1.43%"
"2008-1-31","4,383.39","4,408.02","4,487.32","4,368.30","4.51B","-0.78%"
"2008-1-30","4,417.85","4,505.64","4,554.34","4,330.70","5.51B","-0.90%"
"2008-1-29","4,457.94","4,426.27","4,517.60","4,389.52","5.04B","0.87%"
"2008-1-28","4,419.29","4,720.56","4,720.56","4,409.08","6.94B","-7.19%"
"2008-1-25","4,761.69","4,716.98","4,806.89","4,657.71","7.79B","0.93%"
"2008-1-24","4,717.73","4,753.44","4,767.80","4,625.46","9.00B","0.31%"
"2008-1-23","4,703.05","4,572.90","4,705.07","4,510.50","8.80B","3.14%"
"2008-1-22","4,559.75","4,818.00","4,818.00","4,511.95","9.25B","-7.22%"
"2008-1-21","4,914.44","5,188.80","5,200.93","4,891.28","7.56B","-5.14%"
"2008-1-18","5,180.51","5,141.37","5,187.60","5,093.13","6.86B","0.56%"
"2008-1-17","5,151.63","5,235.91","5,312.29","5,039.79","9.89B","-2.63%"
"2008-1-16","5,290.61","5,395.28","5,396.04","5,288.77","8.93B","-2.81%"
"2008-1-15","5,443.79","5,503.93","5,505.03","5,405.60","8.07B","-0.98%"
"2008-1-14","5,497.90","5,507.58","5,522.78","5,456.93","7.87B","0.24%"
"2008-1-11","5,484.68","5,471.39","5,500.06","5,423.81","8.77B","0.52%"
"2008-1-10","5,456.54","5,449.16","5,483.83","5,407.31","9.66B","0.38%"
"2008-1-9","5,435.81","5,365.22","5,437.76","5,346.85","7.68B","0.91%"
"2008-1-8","5,386.53","5,414.56","5,480.07","5,344.65","10.25B","-0.13%"
"2008-1-7","5,393.34","5,357.45","5,403.35","5,332.60","9.19B","0.59%"
"2008-1-4","5,361.57","5,328.41","5,372.46","5,318.46","8.09B","0.78%"
"2008-1-3","5,319.86","5,269.80","5,321.46","5,211.05","9.85B","0.89%"
"2008-1-2","5,272.81","5,265.00","5,295.02","5,201.89","7.66B","0.21%"
"2007-12-28","5,261.56","5,320.01","5,336.50","5,248.69","7.72B","-0.89%"
"2007-12-27","5,308.89","5,248.22","5,316.52","5,203.50","8.73B","1.44%"
"2007-12-26","5,233.35","5,209.03","5,262.59","5,158.76","7.45B","0.62%"
"2007-12-25","5,201.18","5,233.18","5,254.40","5,178.80","7.10B","-0.63%"
"2007-12-24","5,234.26","5,132.91","5,284.34","5,104.65","8.51B","2.60%"
"2007-12-21","5,101.78","5,017.19","5,112.39","5,013.76","6.61B","1.15%"
"2007-12-20","5,043.53","4,965.29","5,050.78","4,923.30","5.77B","2.06%"
"2007-12-19","4,941.78","4,878.07","4,960.42","4,868.35","5.63B","2.18%"
"2007-12-18","4,836.17","4,856.47","4,905.49","4,812.16","4.06B","-0.83%"
"2007-12-17","4,876.76","5,007.28","5,007.35","4,874.62","6.35B","-2.62%"
"2007-12-14","5,007.91","4,899.75","5,011.20","4,860.16","5.31B","1.01%"
"2007-12-13","4,958.04","5,078.18","5,095.15","4,954.36","6.73B","-2.70%"
"2007-12-12","5,095.54","5,148.25","5,149.93","5,054.56","7.22B","-1.54%"
"2007-12-11","5,175.08","5,180.54","5,209.70","5,103.75","6.68B","0.25%"
"2007-12-10","5,161.92","5,010.83","5,168.76","4,990.72","6.88B","1.38%"
"2007-12-7","5,091.76","5,038.48","5,096.80","5,021.37","5.00B","1.13%"
"2007-12-6","5,035.07","5,055.84","5,065.51","4,995.47","4.32B","-0.15%"
"2007-12-5","5,042.65","4,917.36","5,052.75","4,893.32","5.43B","2.58%"
"2007-12-4","4,915.89","4,882.15","4,971.40","4,882.15","4.28B","0.97%"
"2007-12-3","4,868.61","4,838.56","4,899.67","4,798.01","5.38B","-0.07%"
"2007-11-30","4,871.78","4,993.74","4,993.74","4,861.86","4.33B","-2.63%"
"2007-11-29","5,003.33","4,870.86","5,011.19","4,814.78","5.01B","4.16%"
"2007-11-28","4,803.39","4,870.84","4,907.76","4,778.73","3.28B","-1.19%"
"2007-11-27","4,861.11","4,919.91","4,947.08","4,857.04","3.08B","-1.97%"
"2007-11-26","4,958.85","5,102.53","5,124.89","4,952.43","3.68B","-1.46%"
"2007-11-23","5,032.13","4,946.26","5,034.23","4,896.99","3.09B","0.96%"
"2007-11-22","4,984.16","5,113.88","5,154.86","4,969.89","4.04B","-4.41%"
"2007-11-21","5,214.23","5,307.79","5,344.93","5,206.57","4.12B","-1.50%"
"2007-11-20","5,293.70","5,230.74","5,338.17","5,158.54","4.91B","0.45%"
"2007-11-19","5,269.82","5,325.30","5,333.09","5,240.42","4.11B","-0.87%"
"2007-11-16","5,316.27","5,273.08","5,335.51","5,224.31","3.74B","-0.91%"
"2007-11-15","5,365.27","5,391.02","5,453.74","5,338.90","4.78B","-0.88%"
"2007-11-14","5,412.69","5,246.57","5,414.61","5,165.06","5.10B","4.94%"
"2007-11-13","5,158.12","5,239.34","5,311.70","5,085.44","4.92B","-0.57%"
"2007-11-12","5,187.73","5,181.18","5,250.09","5,032.58","5.26B","-2.40%"
"2007-11-9","5,315.54","5,276.01","5,382.70","5,217.63","4.73B","-0.27%"
"2007-11-8","5,330.02","5,559.15","5,559.15","5,328.20","4.89B","-4.85%"
"2007-11-7","5,601.78","5,565.65","5,610.95","5,469.76","4.27B","1.18%"
"2007-11-6","5,536.57","5,593.35","5,649.75","5,510.16","4.51B","-1.74%"
"2007-11-5","5,634.45","5,748.18","5,787.23","5,603.47","6.41B","-2.48%"
"2007-11-2","5,777.81","5,812.47","5,860.59","5,740.40","5.95B","-2.31%"
"2007-11-1","5,914.28","5,978.94","6,005.13","5,912.50","6.49B","-0.68%"
"2007-10-31","5,954.77","5,984.71","6,002.12","5,871.48","7.10B","0.98%"
"2007-10-30","5,897.19","5,769.20","5,899.65","5,701.34","5.43B","2.60%"
"2007-10-29","5,748.00","5,641.98","5,750.25","5,617.98","5.02B","2.83%"
"2007-10-26","5,589.63","5,498.86","5,628.83","5,462.01","5.15B","0.49%"
"2007-10-25","5,562.39","5,794.22","5,819.88","5,546.04","7.17B","-4.80%"
"2007-10-24","5,843.11","5,804.02","5,906.69","5,793.56","6.03B","1.21%"
"2007-10-23","5,773.39","5,660.07","5,776.02","5,574.84","5.85B","1.87%"
"2007-10-22","5,667.33","5,742.79","5,804.84","5,654.91","5.44B","-2.59%"
"2007-10-19","5,818.05","5,869.12","5,932.11","5,766.86","5.52B","-0.12%"
"2007-10-18","5,825.28","6,031.92","6,055.47","5,804.97","6.98B","-3.50%"
"2007-10-17","6,036.28","6,057.43","6,088.89","5,982.20","7.13B","-0.92%"
"2007-10-16","6,092.06","6,056.95","6,124.04","6,040.71","8.82B","1.03%"
"2007-10-15","6,030.09","5,934.77","6,039.04","5,866.13","9.87B","2.15%"
"2007-10-12","5,903.26","5,950.90","5,959.36","5,658.81","11.91B","-0.17%"
"2007-10-11","5,913.23","5,798.39","5,914.77","5,755.99","9.47B","2.46%"
"2007-10-10","5,771.46","5,742.65","5,860.86","5,727.24","9.24B","0.97%"
"2007-10-9","5,715.89","5,678.91","5,725.41","5,628.35","8.33B","0.41%"
"2007-10-8","5,692.76","5,683.31","5,729.96","5,620.00","9.60B","2.53%"
"2007-9-28","5,552.30","5,461.58","5,560.42","5,461.58","8.06B","2.64%"
"2007-9-27","5,409.40","5,338.11","5,411.19","5,306.82","5.89B","1.33%"
"2007-9-26","5,338.52","5,407.83","5,463.90","5,320.02","6.36B","-1.61%"
"2007-9-25","5,425.88","5,500.27","5,509.23","5,396.48","9.65B","-1.08%"
"2007-9-24","5,485.01","5,469.84","5,506.06","5,404.42","8.18B","0.56%"
"2007-9-21","5,454.67","5,482.51","5,489.07","5,363.35","9.28B","-0.28%"
"2007-9-20","5,470.06","5,408.48","5,482.43","5,396.11","8.65B","1.39%"
"2007-9-19","5,395.27","5,439.02","5,447.36","5,336.07","8.97B","-0.55%"
"2007-9-18","5,425.21","5,446.73","5,458.58","5,339.92","10.27B","0.07%"
"2007-9-17","5,421.39","5,309.06","5,427.17","5,307.77","10.56B","2.06%"
"2007-9-14","5,312.18","5,290.26","5,324.44","5,201.85","9.47B","0.73%"
"2007-9-13","5,273.59","5,193.41","5,276.77","5,178.87","8.65B","1.95%"
"2007-9-12","5,172.63","5,092.58","5,192.30","5,025.34","9.71B","1.15%"
"2007-9-11","5,113.97","5,362.94","5,395.04","5,093.92","11.01B","-4.51%"
"2007-9-10","5,355.29","5,208.32","5,356.86","5,169.90","10.24B","1.48%"
"2007-9-7","5,277.18","5,381.19","5,405.36","5,269.25","11.98B","-2.16%"
"2007-9-6","5,393.66","5,336.67","5,412.32","5,314.34","10.70B","1.56%"
"2007-9-5","5,310.72","5,296.07","5,337.93","5,223.67","9.62B","0.31%"
"2007-9-4","5,294.05","5,333.40","5,357.93","5,265.00","12.04B","-0.51%"
"2007-9-3","5,321.06","5,257.78","5,327.54","5,257.78","12.58B","1.96%"
"2007-8-31","5,218.82","5,184.09","5,235.16","5,158.37","10.36B","0.99%"
"2007-8-30","5,167.88","5,144.11","5,186.53","5,109.66","10.12B","1.14%"
"2007-8-29","5,109.43","5,147.71","5,204.53","5,063.41","10.08B","-1.64%"
"2007-8-28","5,194.69","5,134.14","5,209.51","5,058.45","10.54B","0.87%"
"2007-8-27","5,150.12","5,144.82","5,192.06","5,092.08","11.62B","0.83%"
"2007-8-24","5,107.67","5,070.65","5,125.36","5,052.24","10.90B","1.49%"
"2007-8-23","5,032.49","5,002.84","5,050.38","4,968.33","9.93B","1.05%"
"2007-8-22","4,980.07","4,876.35","4,999.19","4,861.27","10.81B","0.50%"
"2007-8-21","4,955.21","4,944.21","4,982.98","4,917.82","10.42B","1.03%"
"2007-8-20","4,904.85","4,773.83","4,906.00","4,758.40","9.92B","5.33%"
"2007-8-17","4,656.57","4,733.14","4,814.37","4,646.43","9.12B","-2.28%"
"2007-8-16","4,765.45","4,845.02","4,845.02","4,710.31","9.05B","-2.14%"
"2007-8-15","4,869.88","4,875.51","4,916.31","4,762.72","9.05B","-0.06%"
"2007-8-14","4,872.78","4,820.15","4,876.85","4,789.90","8.86B","1.09%"
"2007-8-13","4,820.06","4,768.62","4,872.55","4,728.89","11.42B","1.49%"
"2007-8-10","4,749.37","4,745.18","4,769.62","4,640.77","10.19B","-0.10%"
"2007-8-9","4,754.10","4,658.59","4,768.89","4,658.59","9.77B","1.95%"
"2007-8-8","4,663.16","4,614.59","4,711.32","4,568.69","11.89B","0.26%"
"2007-8-7","4,651.23","4,642.01","4,687.44","4,581.29","11.62B","0.50%"
"2007-8-6","4,628.11","4,600.12","4,629.97","4,564.31","11.17B","1.48%"
"2007-8-3","4,560.77","4,440.98","4,562.69","4,438.96","11.51B","3.47%"
"2007-8-2","4,407.73","4,316.57","4,431.85","4,290.81","9.83B","2.49%"
"2007-8-1","4,300.56","4,488.77","4,502.30","4,284.87","12.63B","-3.81%"
"2007-7-31","4,471.03","4,432.27","4,476.63","4,379.20","10.86B","0.68%"
"2007-7-30","4,440.77","4,348.61","4,450.19","4,345.79","11.26B","2.20%"
"2007-7-27","4,345.36","4,315.37","4,357.34","4,268.79","10.02B","-0.03%"
"2007-7-26","4,346.46","4,347.78","4,371.51","4,304.19","9.92B","0.52%"
"2007-7-25","4,323.97","4,212.95","4,325.38","4,212.23","9.40B","2.70%"
"2007-7-24","4,210.33","4,238.32","4,284.83","4,192.72","11.10B","-0.07%"
"2007-7-23","4,213.36","4,091.24","4,220.32","4,091.24","12.17B","3.81%"
"2007-7-20","4,058.85","3,918.41","4,062.12","3,918.41","8.31B","3.73%"
"2007-7-19","3,912.94","3,918.54","3,947.33","3,887.59","4.87B","-0.44%"
"2007-7-18","3,930.06","3,880.85","3,971.61","3,861.91","6.29B","0.87%"
"2007-7-17","3,896.19","3,809.56","3,919.78","3,767.22","4.87B","1.94%"
"2007-7-16","3,821.92","3,920.65","3,931.87","3,820.57","4.76B","-2.36%"
"2007-7-13","3,914.39","3,920.83","3,935.51","3,878.18","4.60B","-0.04%"
"2007-7-12","3,915.99","3,874.04","3,925.60","3,861.04","5.52B","1.30%"
"2007-7-11","3,865.72","3,837.80","3,879.29","3,812.14","5.14B","0.33%"
"2007-7-10","3,853.02","3,895.91","3,929.42","3,841.80","7.66B","-0.78%"
"2007-7-9","3,883.22","3,809.67","3,900.90","3,782.73","8.35B","2.69%"
"2007-7-6","3,781.35","3,599.82","3,785.35","3,563.54","8.07B","4.58%"
"2007-7-5","3,615.87","3,769.64","3,778.40","3,614.53","6.34B","-5.25%"
"2007-7-4","3,816.16","3,906.01","3,916.47","3,800.28","5.65B","-2.14%"
"2007-7-3","3,899.72","3,854.72","3,906.76","3,821.46","6.97B","1.65%"
"2007-7-2","3,836.29","3,800.23","3,859.86","3,724.19","7.43B","0.41%"
"2007-6-29","3,820.70","3,824.29","3,919.34","3,779.81","8.61B","-2.39%"
"2007-6-28","3,914.20","4,080.19","4,113.28","3,912.81","9.78B","-4.03%"
"2007-6-27","4,078.60","3,985.72","4,090.72","3,948.29","9.51B","2.65%"
"2007-6-26","3,973.37","3,863.25","3,976.19","3,818.85","9.38B","0.82%"
"2007-6-25","3,941.08","4,102.79","4,131.13","3,912.42","10.16B","-3.68%"
"2007-6-22","4,091.45","4,230.97","4,249.43","4,024.49","11.97B","-3.29%"
"2007-6-21","4,230.82","4,170.89","4,256.54","4,147.05","11.29B","1.18%"
"2007-6-20","4,181.32","4,269.45","4,312.00","4,164.27","13.52B","-2.07%"
"2007-6-19","4,269.52","4,247.74","4,280.85","4,209.57","12.46B","0.38%"
"2007-6-18","4,253.35","4,195.39","4,267.74","4,193.31","12.90B","2.92%"
"2007-6-15","4,132.87","4,085.66","4,152.54","4,067.36","10.87B","0.43%"
"2007-6-14","4,115.21","4,162.21","4,179.73","4,085.78","13.84B","-1.47%"
"2007-6-13","4,176.48","4,110.74","4,193.45","4,102.04","16.69B","2.56%"
"2007-6-12","4,072.14","4,011.68","4,073.18","3,910.00","14.95B","1.91%"
"2007-6-11","3,995.68","3,942.01","4,000.42","3,930.74","13.38B","2.11%"
"2007-6-8","3,913.14","3,900.03","3,935.79","3,852.05","13.59B","0.57%"
"2007-6-7","3,890.80","3,787.70","3,891.40","3,779.50","14.24B","3.03%"
"2007-6-6","3,776.32","3,781.38","3,821.70","3,682.79","14.59B","0.24%"
"2007-6-5","3,767.10","3,564.43","3,768.56","3,404.15","15.71B","2.63%"
"2007-6-4","3,670.40","3,981.82","3,987.27","3,659.09","11.49B","-8.26%"
"2007-6-1","4,000.74","4,120.63","4,181.28","3,966.98","16.09B","-2.65%"
